MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1804652,Average,1,6.56,120,19,101,15.83,19.0,81,2,2,2,1,0,6,11,High,1,False,22.5,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,81,19.0,Far_From_Eligible,7,30,5,Long_Term_Planning,16.2,100.0
SE1804653,Average,5,6.61,120,90,30,75.0,18.0,10,2,3,2,1,0,7,10,Medium,0,False,56.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,10,90.0,Near_Eligible,8,20,2,Moderate_Planning_Gap,5.0,100.0
SE1804654,Average,5,6.01,120,83,37,69.17,16.6,17,2,1,0,0,0,6,5,Low,0,False,73.5,Complete at least 17 more credits. Retake failed courses as soon as possible.,Advanced,17,83.0,Near_Eligible,3,70,1,Approaching_OJT,17.0,100.0
SE1804655,Good,3,7.92,120,60,60,50.0,20.0,40,1,1,0,0,0,6,5,Low,0,False,65.0,Complete at least 40 more credits. Retake failed courses as soon as possible.,Developing,40,60.0,Moderate_Gap,2,80,3,Long_Term_Planning,13.33,100.0
SE1804656,Good,5,7.59,120,98,22,81.67,19.6,2,1,0,1,0,0,6,4,Low,0,False,80.0,Complete at least 2 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,2,98.0,Near_Eligible,2,80,1,Approaching_OJT,2.0,100.0
SE1804657,Average,4,6.95,120,75,45,62.5,18.75,25,1,3,2,1,0,6,11,High,1,False,51.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,12.5,100.0
SE1804658,Average,3,6.89,120,45,75,37.5,15.0,55,3,2,1,1,0,5,11,High,1,False,38.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,55,45.0,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,27.5,100.0
SE1804659,Recovery,2,6.58,120,28,92,23.33,14.0,72,1,4,1,0,0,6,9,Medium,0,False,37.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,72,28.0,Far_From_Eligible,6,40,4,Long_Term_Planning,18.0,100.0
SE1804660,Good,6,7.12,120,100,20,83.33,16.67,0,1,0,0,0,0,6,1,Low,0,True,87.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,0,OJT_Ready_Stage,0.0,99.98
SE1804661,Excellent,6,9.35,120,110,10,91.67,18.33,0,0,0,0,0,0,7,0,Low,0,True,95.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1804662,Good,7,7.54,120,113,7,94.17,16.14,0,1,0,1,0,0,8,3,Low,0,False,87.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1804663,Recovery,6,6.16,120,101,19,84.17,16.83,0,2,3,1,1,0,7,8,Medium,0,False,67.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,7,30,1,Approaching_OJT,0.0,100.0
SE1804664,Good,8,7.7,120,115,5,95.83,14.38,0,0,0,0,0,0,8,0,Low,0,True,97.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,0,OJT_Ready_Stage,0.0,99.97
SE1804665,Good,4,7.39,120,81,39,67.5,20.25,19,0,0,1,0,0,5,4,Low,0,False,74.5,Complete at least 19 more credits. Complete all prerequisite courses.,Advanced,19,81.0,Near_Eligible,1,90,1,Approaching_OJT,19.0,100.0
SE1804666,Average,5,6.97,120,89,31,74.17,17.8,11,2,4,0,1,0,7,7,Medium,0,False,65.5,Complete at least 11 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,11,89.0,Near_Eligible,7,30,2,Moderate_Planning_Gap,5.5,100.0
SE1804667,Good,3,8.11,120,53,67,44.17,17.67,47,0,1,0,0,0,5,4,Low,0,False,64.5,Complete at least 47 more credits.,Developing,47,53.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,23.5,99.98
SE1804668,Critical,4,4.38,120,43,77,35.83,10.75,57,6,8,3,3,2,6,24,High,1,False,0.0,Complete at least 57 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,57,43.0,Far_From_Eligible,22,0,2,Moderate_Planning_Gap,28.5,100.0
SE1804669,Good,5,8.4,120,98,22,81.67,19.6,2,0,0,0,0,0,7,1,Low,0,False,89.0,Complete at least 2 more credits.,Near_Completion,2,98.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.0,100.0
SE1804670,AtRisk,6,5.71,120,84,36,70.0,14.0,16,5,3,1,2,1,7,17,High,1,False,37.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,16,84.0,Near_Eligible,12,0,1,Approaching_OJT,16.0,100.0
SE1804671,Good,6,7.56,120,104,16,86.67,17.33,0,0,2,1,0,0,6,3,Low,0,False,82.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,100.0
SE1804672,LateStarter,3,6.62,120,43,77,35.83,14.33,57,3,4,2,0,0,6,11,High,1,False,32.5,Complete at least 57 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,57,43.0,Far_From_Eligible,9,10,3,Long_Term_Planning,19.0,100.0
SE1804673,Good,7,7.79,120,111,9,92.5,15.86,0,1,0,1,0,0,8,3,Low,0,False,86.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,99.98
SE1804674,AtRisk,4,5.96,120,60,60,50.0,15.0,40,5,3,3,2,0,5,18,High,1,False,21.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,40,60.0,Moderate_Gap,13,0,1,Approaching_OJT,40.0,100.0
SE1804675,AtRisk,4,5.31,120,52,68,43.33,13.0,48,5,6,3,1,0,6,18,High,1,False,16.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,48,52.0,Moderate_Gap,15,0,2,Moderate_Planning_Gap,24.0,100.0
SE1804676,Good,2,8.48,120,34,86,28.33,17.0,66,1,1,1,0,0,5,7,Medium,0,False,46.0,Complete at least 66 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,66,34.0,Far_From_Eligible,3,70,3,Long_Term_Planning,22.0,100.0
SE1804677,Recovery,8,6.33,120,112,8,93.33,14.0,0,2,4,1,1,0,8,8,Medium,0,False,71.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,8,20,0,OJT_Ready_Stage,0.0,100.0
SE1804678,Average,4,6.86,120,63,57,52.5,15.75,37,3,2,1,0,0,5,9,Medium,0,False,52.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,37,63.0,Moderate_Gap,6,40,1,Approaching_OJT,37.0,100.0
SE1804679,Average,3,6.86,120,46,74,38.33,15.33,54,3,2,1,1,0,5,11,High,1,False,39.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,54,46.0,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,27.0,100.0
SE1804680,AtRisk,5,5.98,120,78,42,65.0,15.6,22,5,4,1,1,1,6,16,High,1,False,37.0,Complete at least 22 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,22,78.0,Moderate_Gap,12,0,1,Approaching_OJT,22.0,100.0
SE1804681,LateStarter,3,6.55,120,50,70,41.67,16.67,50,2,2,1,0,0,6,8,Medium,0,False,49.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,50,50.0,Moderate_Gap,5,50,3,Long_Term_Planning,16.67,99.98
SE1804682,AtRisk,4,5.9,120,59,61,49.17,14.75,41,5,4,3,2,0,5,18,High,1,False,18.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,41,59.0,Moderate_Gap,14,0,1,Approaching_OJT,41.0,100.0
SE1804683,Average,2,6.2,120,37,83,30.83,18.5,63,2,1,0,0,0,6,6,Medium,0,False,50.5,Complete at least 63 more credits. Retake failed courses as soon as possible.,Developing,63,37.0,Far_From_Eligible,3,70,4,Long_Term_Planning,15.75,100.0
SE1804684,Excellent,5,9.23,120,97,23,80.83,19.4,3,0,0,0,0,0,7,1,Low,0,False,88.5,Complete at least 3 more credits.,Near_Completion,3,97.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.5,100.0
SE1804685,Excellent,5,9.95,120,102,18,85.0,20.4,0,0,0,0,0,0,6,0,Low,0,True,91.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1804686,AtRisk,5,5.59,120,85,35,70.83,17.0,15,5,6,1,1,1,6,16,High,1,False,36.5,Complete at least 15 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,15,85.0,Near_Eligible,14,0,1,Approaching_OJT,15.0,100.0
SE1804687,Excellent,5,9.81,120,98,22,81.67,19.6,2,0,0,0,0,0,6,1,Low,0,False,89.0,Complete at least 2 more credits.,Near_Completion,2,98.0,Near_Eligible,0,100,1,Approaching_OJT,2.0,100.0
SE1804688,Average,7,6.36,120,108,12,90.0,15.43,0,3,3,2,1,0,8,10,Medium,0,False,62.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,9,10,1,Approaching_OJT,0.0,99.99
SE1804689,Good,5,8.12,120,99,21,82.5,19.8,1,0,1,1,0,0,6,4,Low,0,False,81.5,Complete at least 1 more credits. Complete all prerequisite courses.,Near_Completion,1,99.0,Near_Eligible,2,80,1,Approaching_OJT,1.0,100.0
SE1804690,Good,6,8.38,120,105,15,87.5,17.5,0,0,0,1,0,0,6,2,Low,0,False,86.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,1,90,0,OJT_Ready_Stage,0.0,100.0
SE1804691,Average,1,6.36,120,20,100,16.67,20.0,80,3,2,1,1,0,5,11,High,1,False,26.0,Complete at least 80 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,80,20.0,Far_From_Eligible,7,30,4,Long_Term_Planning,20.0,100.0
SE1804692,Good,4,7.05,120,73,47,60.83,18.25,27,1,2,0,0,0,6,4,Low,0,False,69.5,Complete at least 27 more credits. Retake failed courses as soon as possible.,Advanced,27,73.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,13.5,100.0
SE1804693,LateStarter,4,6.71,120,72,48,60.0,18.0,28,2,3,2,1,0,6,11,High,1,False,47.0,Complete at least 28 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,28,72.0,Moderate_Gap,8,20,2,Moderate_Planning_Gap,14.0,100.0
SE1804694,Good,6,7.86,120,100,20,83.33,16.67,0,0,1,1,0,0,6,3,Low,0,False,82.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,0,OJT_Ready_Stage,0.0,99.98
SE1804695,Recovery,1,6.42,120,16,104,13.33,16.0,84,2,4,1,0,0,5,9,Medium,0,False,28.0,Complete at least 84 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,84,16.0,Far_From_Eligible,7,30,4,Long_Term_Planning,21.0,100.0
SE1804696,Good,4,8.35,120,68,52,56.67,17.0,32,0,1,1,0,0,6,6,Medium,0,False,66.0,Complete at least 32 more credits. Complete all prerequisite courses.,Developing,32,68.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,16.0,100.0
SE1804697,Average,4,6.77,120,61,59,50.83,15.25,39,3,4,1,1,0,5,12,High,1,False,42.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,39,61.0,Moderate_Gap,9,10,1,Approaching_OJT,39.0,100.0
SE1804698,Good,3,7.27,120,54,66,45.0,18.0,46,0,0,0,0,0,5,3,Low,0,False,67.0,Complete at least 46 more credits.,Developing,46,54.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,23.0,100.0
SE1804699,Average,6,6.82,120,107,13,89.17,17.83,0,1,2,1,0,0,6,5,Low,0,False,80.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,0,OJT_Ready_Stage,0.0,100.0
SE1804700,AtRisk,6,5.09,120,91,29,75.83,15.17,9,5,4,1,1,1,6,15,High,1,False,43.5,Complete at least 9 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,9,91.0,Near_Eligible,12,0,0,OJT_Ready_Stage,9.0,99.98
SE1804701,Good,2,7.23,120,40,80,33.33,20.0,60,0,1,0,0,0,6,4,Low,0,False,58.0,Complete at least 60 more credits.,Developing,60,40.0,Far_From_Eligible,1,90,4,Long_Term_Planning,15.0,100.0
SE1804702,Good,2,8.1,120,36,84,30.0,18.0,64,0,1,0,0,0,5,4,Low,0,False,56.0,Complete at least 64 more credits.,Developing,64,36.0,Far_From_Eligible,1,90,3,Long_Term_Planning,21.33,100.0
SE1804703,Average,6,6.06,120,92,28,76.67,15.33,8,1,2,0,1,0,6,6,Medium,0,False,74.0,Complete at least 8 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,8,92.0,Near_Eligible,4,60,0,OJT_Ready_Stage,8.0,100.0
SE1804704,Good,3,7.09,120,59,61,49.17,19.67,41,1,2,0,0,0,5,5,Low,0,False,62.5,Complete at least 41 more credits. Retake failed courses as soon as possible.,Developing,41,59.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,20.5,99.98
SE1804705,AtRisk,5,5.96,120,71,49,59.17,14.2,29,5,6,2,1,1,7,18,High,1,False,23.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,29,71.0,Moderate_Gap,15,0,2,Moderate_Planning_Gap,14.5,100.0
SE1804706,Average,4,6.37,120,61,59,50.83,15.25,39,3,4,1,1,0,6,12,High,1,False,42.5,Complete at least 39 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,39,61.0,Moderate_Gap,9,10,2,Moderate_Planning_Gap,19.5,100.0
SE1804707,Excellent,3,9.33,120,54,66,45.0,18.0,46,0,0,0,0,0,5,3,Low,0,False,67.0,Complete at least 46 more credits.,Developing,46,54.0,Moderate_Gap,0,100,2,Moderate_Planning_Gap,23.0,100.0
SE1804708,Good,2,8.41,120,35,85,29.17,17.5,65,1,1,1,0,0,5,7,Medium,0,False,46.5,Complete at least 65 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,65,35.0,Far_From_Eligible,3,70,3,Long_Term_Planning,21.67,100.0
SE1804709,Average,7,6.77,120,113,7,94.17,16.14,0,1,2,1,1,0,8,7,Medium,0,False,78.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,5,50,1,Approaching_OJT,0.0,100.0
SE1804710,AtRisk,6,5.19,120,87,33,72.5,14.5,13,5,5,1,1,0,7,14,High,1,False,47.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,13,87.0,Near_Eligible,12,0,1,Approaching_OJT,13.0,100.0
SE1804711,Average,5,6.16,120,85,35,70.83,17.0,15,3,2,0,0,0,7,5,Low,0,False,69.5,Complete at least 15 more credits. Retake failed courses as soon as possible.,Advanced,15,85.0,Near_Eligible,5,50,2,Moderate_Planning_Gap,7.5,100.0
SE1804712,Good,3,7.5,120,50,70,41.67,16.67,50,1,0,1,0,0,5,6,Medium,0,False,56.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,50,50.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,25.0,99.98
SE1804713,Critical,5,4.99,120,64,56,53.33,12.8,36,5,6,3,3,1,6,22,High,1,False,4.0,Complete at least 36 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,36,64.0,Moderate_Gap,18,0,1,Approaching_OJT,36.0,100.0
SE1804714,Average,3,6.8,120,51,69,42.5,17.0,49,2,1,2,0,0,6,9,Medium,0,False,45.5,Complete at least 49 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,49,51.0,Moderate_Gap,5,50,3,Long_Term_Planning,16.33,100.0
SE1804715,Excellent,4,8.73,120,81,39,67.5,20.25,19,0,0,0,0,0,6,2,Low,0,False,80.5,Complete at least 19 more credits.,Advanced,19,81.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,9.5,100.0
SE1804716,Recovery,6,6.35,120,102,18,85.0,17.0,0,1,2,1,1,0,6,7,Medium,0,False,73.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,5,50,0,OJT_Ready_Stage,0.0,100.0
SE1804717,Good,5,7.86,120,99,21,82.5,19.8,1,1,1,1,0,0,6,5,Low,0,False,78.5,Complete at least 1 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,1,99.0,Near_Eligible,3,70,1,Approaching_OJT,1.0,100.0
SE1804718,Average,8,6.34,120,115,5,95.83,14.38,0,1,2,0,0,0,8,3,Low,0,True,90.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,0,OJT_Ready_Stage,0.0,99.97
SE1804719,Excellent,1,9.13,120,18,102,15.0,18.0,82,0,0,0,0,0,6,3,Low,0,False,49.0,Complete at least 82 more credits.,Early,82,18.0,Far_From_Eligible,0,100,5,Long_Term_Planning,16.4,100.0
SE1804720,Average,5,6.35,120,83,37,69.17,16.6,17,2,2,2,1,0,7,10,Medium,0,False,54.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,7,30,2,Moderate_Planning_Gap,8.5,100.0
SE1804721,Excellent,5,9.07,120,94,26,78.33,18.8,6,0,0,0,0,0,6,1,Low,0,False,87.0,Complete at least 6 more credits.,Advanced,6,94.0,Near_Eligible,0,100,1,Approaching_OJT,6.0,100.0
SE1804722,Average,4,6.79,120,68,52,56.67,17.0,32,3,1,0,0,0,6,7,Medium,0,False,63.0,Complete at least 32 more credits. Retake failed courses as soon as possible.,Developing,32,68.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,16.0,100.0
SE1804723,AtRisk,3,5.3,120,37,83,30.83,12.33,63,3,6,3,2,1,6,20,High,1,False,1.5,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,63,37.0,Far_From_Eligible,15,0,3,Long_Term_Planning,21.0,100.0
SE1804724,Critical,4,4.67,120,58,62,48.33,14.5,42,7,5,4,3,2,6,24,High,1,False,0.0,Complete at least 42 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,42,58.0,Moderate_Gap,21,0,2,Moderate_Planning_Gap,21.0,100.0
SE1804725,Average,3,6.42,120,49,71,40.83,16.33,51,1,3,1,0,0,5,9,Medium,0,False,49.5,Complete at least 51 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,51,49.0,Far_From_Eligible,5,50,2,Moderate_Planning_Gap,25.5,100.0
SE1804726,Average,3,6.72,120,48,72,40.0,16.0,52,1,4,2,0,0,5,10,Medium,0,False,41.0,Complete at least 52 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,52,48.0,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,26.0,100.0
SE1804727,Good,2,7.99,120,46,74,38.33,23.0,54,0,1,0,0,0,6,4,Low,0,False,61.0,Complete at least 54 more credits.,Developing,54,46.0,Far_From_Eligible,1,90,4,Long_Term_Planning,13.5,100.0
SE1804728,Good,2,7.91,120,39,81,32.5,19.5,61,1,2,0,0,0,5,5,Low,0,False,52.5,Complete at least 61 more credits. Retake failed courses as soon as possible.,Developing,61,39.0,Far_From_Eligible,3,70,3,Long_Term_Planning,20.33,100.0
SE1804729,AtRisk,7,5.74,120,97,23,80.83,13.86,3,3,5,1,2,1,8,16,High,1,False,45.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,3,97.0,Near_Eligible,12,0,1,Approaching_OJT,3.0,99.98
SE1804730,Average,3,6.54,120,45,75,37.5,15.0,55,2,4,2,1,0,6,12,High,1,False,31.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,55,45.0,Far_From_Eligible,9,10,3,Long_Term_Planning,18.33,100.0
SE1804731,Good,4,8.4,120,71,49,59.17,17.75,29,0,1,0,0,0,5,3,Low,0,False,73.5,Complete at least 29 more credits.,Developing,29,71.0,Moderate_Gap,1,90,1,Approaching_OJT,29.0,100.0
SE1804732,AtRisk,5,5.11,120,77,43,64.17,15.4,23,4,3,2,2,1,6,17,High,1,False,30.5,Complete at least 23 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,23,77.0,Moderate_Gap,12,0,1,Approaching_OJT,23.0,100.0
SE1804733,Good,5,7.72,120,99,21,82.5,19.8,1,0,0,1,0,0,6,3,Low,0,False,83.5,Complete at least 1 more credits. Complete all prerequisite courses.,Near_Completion,1,99.0,Near_Eligible,1,90,1,Approaching_OJT,1.0,100.0
SE1804734,Average,6,6.06,120,97,23,80.83,16.17,3,3,2,2,0,0,6,8,Medium,0,False,63.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,3,97.0,Near_Eligible,7,30,0,OJT_Ready_Stage,3.0,99.98
SE1804735,LateStarter,3,6.8,120,35,85,29.17,11.67,65,4,5,1,0,0,5,11,High,1,False,29.5,Complete at least 65 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,65,35.0,Far_From_Eligible,10,0,2,Moderate_Planning_Gap,32.5,99.97
SE1804736,Good,2,7.06,120,38,82,31.67,19.0,62,0,0,0,0,0,5,3,Low,0,False,59.0,Complete at least 62 more credits.,Developing,62,38.0,Far_From_Eligible,0,100,3,Long_Term_Planning,20.67,100.0
SE1804737,Good,4,7.78,120,75,45,62.5,18.75,25,1,0,1,0,0,6,5,Low,0,False,68.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,25,75.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,12.5,100.0
SE1804738,Average,6,6.64,120,100,20,83.33,16.67,0,1,3,2,0,0,6,7,Medium,0,False,69.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,6,40,0,OJT_Ready_Stage,0.0,99.98
SE1804739,Good,1,7.52,120,20,100,16.67,20.0,80,0,1,1,0,0,5,6,Medium,0,False,42.0,Complete at least 80 more credits. Complete all prerequisite courses.,Early,80,20.0,Far_From_Eligible,2,80,4,Long_Term_Planning,20.0,100.0
SE1804740,Good,3,7.58,120,51,69,42.5,17.0,49,1,0,0,0,0,5,4,Low,0,False,62.5,Complete at least 49 more credits. Retake failed courses as soon as possible.,Developing,49,51.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,24.5,100.0
SE1804741,Critical,4,3.64,120,46,74,38.33,11.5,54,7,6,3,2,1,6,22,High,1,False,0.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,54,46.0,Far_From_Eligible,19,0,2,Moderate_Planning_Gap,27.0,100.0
SE1804742,Good,6,8.44,120,100,20,83.33,16.67,0,1,2,1,0,0,7,4,Low,0,False,77.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,1,Approaching_OJT,0.0,99.98
SE1804743,Good,6,7.05,120,103,17,85.83,17.17,0,1,0,0,0,0,7,1,Low,0,True,88.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1804744,Good,5,7.81,120,92,28,76.67,18.4,8,1,2,0,0,0,7,3,Low,0,False,79.0,Complete at least 8 more credits. Retake failed courses as soon as possible.,Advanced,8,92.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,4.0,100.0
SE1804745,AtRisk,1,5.6,120,18,102,15.0,18.0,82,3,5,1,1,1,5,17,High,1,False,11.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,82,18.0,Far_From_Eligible,11,0,4,Long_Term_Planning,20.5,100.0
SE1804746,Excellent,1,9.9,120,23,97,19.17,23.0,77,0,0,0,0,0,5,3,Low,0,False,51.5,Complete at least 77 more credits.,Early,77,23.0,Far_From_Eligible,0,100,4,Long_Term_Planning,19.25,100.0
SE1804747,AtRisk,5,5.5,120,73,47,60.83,14.6,27,5,6,3,1,0,6,17,High,1,False,26.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,27,73.0,Moderate_Gap,15,0,1,Approaching_OJT,27.0,100.0
SE1804748,Average,4,6.89,120,62,58,51.67,15.5,38,2,3,2,0,0,6,10,Medium,0,False,47.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,38,62.0,Moderate_Gap,7,30,2,Moderate_Planning_Gap,19.0,100.0
SE1804749,Average,3,6.33,120,45,75,37.5,15.0,55,1,4,1,1,0,6,11,High,1,False,40.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,55,45.0,Far_From_Eligible,7,30,3,Long_Term_Planning,18.33,100.0
SE1804750,Good,7,7.65,120,117,3,97.5,16.71,0,1,1,1,0,0,8,4,Low,0,False,87.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1804751,Excellent,2,9.65,120,45,75,37.5,22.5,55,0,0,0,0,0,5,3,Low,0,False,62.5,Complete at least 55 more credits.,Developing,55,45.0,Far_From_Eligible,0,100,3,Long_Term_Planning,18.33,100.0
SE1804752,AtRisk,4,5.49,120,66,54,55.0,16.5,34,3,6,2,2,0,5,17,High,1,False,30.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,34,66.0,Moderate_Gap,13,0,1,Approaching_OJT,34.0,100.0
