Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,OJT_Eligible,OJT_Readiness,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
3,6.66,120,36,84,30.0,12.0,64,3,4,2,1,0,6,False,24.0,Developing,64,36,Far_From_Eligible,10,0,3,Long_Term_Planning,21.33,100.0
6,8.79,120,114,6,95.0,19.0,0,0,0,0,0,0,7,True,97.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
2,6.49,120,27,93,22.5,13.5,73,4,2,1,1,0,6,False,26.5,Early,73,27,Far_From_Eligible,8,20,4,Long_Term_Planning,18.25,100.0
8,6.24,120,119,1,99.17,14.88,0,1,2,2,0,0,8,False,80.5,Near_Completion,0,100,Eligible,5,50,0,OJT_Ready_Stage,0.0,99.97
3,6.99,120,54,66,45.0,18.0,46,1,4,0,1,0,5,False,51.0,Developing,46,54,Moderate_Gap,6,40,2,Moderate_Planning_Gap,23.0,100.0
6,6.98,120,104,16,86.67,17.33,0,1,2,2,1,0,7,False,68.0,Near_Completion,0,100,Eligible,6,40,1,Approaching_OJT,0.0,100.0
6,4.5,120,71,49,59.17,11.83,29,7,7,2,2,1,6,False,10.5,Developing,29,71,Moderate_Gap,19,0,0,OJT_Ready_Stage,29.0,100.0
3,8.29,120,56,64,46.67,18.67,44,0,1,1,0,0,6,False,60.0,Developing,44,56,Moderate_Gap,2,80,3,Long_Term_Planning,14.67,99.98
5,8.49,120,99,21,82.5,19.8,1,0,2,1,0,0,6,False,79.5,Near_Completion,1,99,Near_Eligible,3,70,1,Approaching_OJT,1.0,100.0
7,6.63,120,112,8,93.33,16.0,0,3,1,2,0,0,8,False,73.0,Near_Completion,0,100,Eligible,6,40,1,Approaching_OJT,0.0,100.0
4,5.39,120,50,70,41.67,12.5,50,4,4,3,1,0,6,False,22.0,Developing,50,50,Moderate_Gap,12,0,2,Moderate_Planning_Gap,25.0,100.0
2,6.71,120,30,90,25.0,15.0,70,4,5,1,0,0,5,False,27.0,Early,70,30,Far_From_Eligible,10,0,3,Long_Term_Planning,23.33,100.0
4,8.44,120,75,45,62.5,18.75,25,0,0,1,0,0,5,False,71.5,Advanced,25,75,Moderate_Gap,1,90,1,Approaching_OJT,25.0,100.0
4,6.45,120,63,57,52.5,15.75,37,3,1,1,0,0,5,False,54.5,Developing,37,63,Moderate_Gap,5,50,1,Approaching_OJT,37.0,100.0
7,9.52,120,120,0,100.0,17.14,0,0,0,0,0,0,8,True,100.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
6,6.16,120,101,19,84.17,16.83,0,2,1,2,0,0,6,False,70.5,Near_Completion,0,100,Eligible,5,50,0,OJT_Ready_Stage,0.0,100.0
4,6.83,120,72,48,60.0,18.0,28,2,1,1,0,0,5,False,62.0,Advanced,28,72,Moderate_Gap,4,60,1,Approaching_OJT,28.0,100.0
2,5.89,120,40,80,33.33,20.0,60,2,4,0,1,0,5,False,41.0,Developing,60,40,Far_From_Eligible,7,30,3,Long_Term_Planning,20.0,100.0
4,8.24,120,75,45,62.5,18.75,25,1,1,1,0,0,5,False,66.5,Advanced,25,75,Moderate_Gap,3,70,1,Approaching_OJT,25.0,100.0
5,8.42,120,91,29,75.83,18.2,9,0,0,0,0,0,7,False,85.5,Advanced,9,91,Near_Eligible,0,100,2,Moderate_Planning_Gap,4.5,100.0
4,6.57,120,69,51,57.5,17.25,31,1,1,2,1,0,6,False,52.5,Developing,31,69,Moderate_Gap,5,50,2,Moderate_Planning_Gap,15.5,100.0
3,6.39,120,46,74,38.33,15.33,54,3,3,1,0,0,5,False,42.0,Developing,54,46,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,27.0,100.0
2,6.15,120,37,83,30.83,18.5,63,2,4,1,0,0,6,False,38.5,Developing,63,37,Far_From_Eligible,7,30,4,Long_Term_Planning,15.75,100.0
7,9.42,120,113,7,94.17,16.14,0,0,0,0,0,0,8,True,96.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
5,6.76,120,83,37,69.17,16.6,17,2,2,2,0,0,7,False,59.5,Advanced,17,83,Near_Eligible,6,40,2,Moderate_Planning_Gap,8.5,100.0
3,5.55,120,46,74,38.33,15.33,54,3,4,2,1,0,6,False,29.0,Developing,54,46,Far_From_Eligible,10,0,3,Long_Term_Planning,18.0,100.0
6,5.54,120,96,24,80.0,16.0,4,5,3,2,1,0,6,False,50.0,Near_Completion,4,96,Near_Eligible,11,0,0,OJT_Ready_Stage,4.0,100.0
5,6.57,120,91,29,75.83,18.2,9,3,3,2,1,0,6,False,53.5,Advanced,9,91,Near_Eligible,9,10,1,Approaching_OJT,9.0,100.0
6,6.43,120,93,27,77.5,15.5,7,2,5,1,1,0,6,False,59.5,Advanced,7,93,Near_Eligible,9,10,0,OJT_Ready_Stage,7.0,100.0
4,6.22,120,57,63,47.5,14.25,43,3,3,0,1,0,5,False,48.5,Developing,43,57,Moderate_Gap,7,30,1,Approaching_OJT,43.0,100.0
2,5.33,120,29,91,24.17,14.5,71,3,6,3,2,0,6,False,5.5,Early,71,29,Far_From_Eligible,14,0,4,Long_Term_Planning,17.75,100.0
3,7.63,120,64,56,53.33,21.33,36,1,0,1,0,0,6,False,63.0,Developing,36,64,Moderate_Gap,2,80,3,Long_Term_Planning,12.0,100.0
4,7.59,120,71,49,59.17,17.75,29,1,2,0,0,0,5,False,68.5,Developing,29,71,Moderate_Gap,3,70,1,Approaching_OJT,29.0,100.0
6,6.44,120,93,27,77.5,15.5,7,1,2,2,1,0,7,False,62.5,Advanced,7,93,Near_Eligible,6,40,1,Approaching_OJT,7.0,100.0
5,6.34,120,92,28,76.67,18.4,8,1,2,2,0,0,7,False,67.0,Advanced,8,92,Near_Eligible,5,50,2,Moderate_Planning_Gap,4.0,100.0
4,3.97,120,46,74,38.33,11.5,54,7,5,2,3,1,5,False,0.0,Developing,54,46,Far_From_Eligible,18,0,1,Approaching_OJT,54.0,100.0
5,8.12,120,89,31,74.17,17.8,11,1,2,1,0,0,6,False,71.5,Advanced,11,89,Near_Eligible,4,60,1,Approaching_OJT,11.0,100.0
7,6.46,120,106,14,88.33,15.14,0,1,1,0,0,0,8,True,88.0,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,100.0
4,6.71,120,60,60,50.0,15.0,40,3,1,2,1,0,6,False,42.0,Developing,40,60,Moderate_Gap,7,30,2,Moderate_Planning_Gap,20.0,100.0
6,9.5,120,110,10,91.67,18.33,0,0,0,0,0,0,7,True,95.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
5,9.75,120,97,23,80.83,19.4,3,0,0,0,0,0,7,False,88.5,Near_Completion,3,97,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.5,100.0
5,7.02,120,96,24,80.0,19.2,4,1,2,0,0,0,7,False,81.0,Near_Completion,4,96,Near_Eligible,3,70,2,Moderate_Planning_Gap,2.0,100.0
6,8.75,120,109,11,90.83,18.17,0,0,0,0,0,0,7,True,94.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,99.98
3,4.43,120,32,88,26.67,10.67,68,8,5,4,2,1,6,False,0.0,Early,68,32,Far_From_Eligible,20,0,3,Long_Term_Planning,22.67,99.97
5,7.94,120,93,27,77.5,18.6,7,0,2,1,0,0,7,False,76.5,Advanced,7,93,Near_Eligible,3,70,2,Moderate_Planning_Gap,3.5,100.0
4,7.31,120,75,45,62.5,18.75,25,0,2,0,0,0,6,False,73.5,Advanced,25,75,Moderate_Gap,2,80,2,Moderate_Planning_Gap,12.5,100.0
5,9.03,120,99,21,82.5,19.8,1,0,0,0,0,0,6,False,89.5,Near_Completion,1,99,Near_Eligible,0,100,1,Approaching_OJT,1.0,100.0
4,5.38,120,64,56,53.33,16.0,36,5,4,1,2,0,6,False,33.0,Developing,36,64,Moderate_Gap,12,0,2,Moderate_Planning_Gap,18.0,100.0
5,7.11,120,90,30,75.0,18.0,10,1,2,1,0,0,6,False,72.0,Advanced,10,90,Near_Eligible,4,60,1,Approaching_OJT,10.0,100.0
4,7.09,120,80,40,66.67,20.0,20,0,0,0,0,0,6,False,80.0,Advanced,20,80,Near_Eligible,0,100,2,Moderate_Planning_Gap,10.0,100.0
3,6.16,120,49,71,40.83,16.33,51,3,2,1,1,0,5,False,40.5,Developing,51,49,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,25.5,100.0
5,9.15,120,100,20,83.33,20.0,0,0,0,0,0,0,6,True,90.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
6,7.26,120,112,8,93.33,18.67,0,0,1,1,0,0,6,False,88.0,Near_Completion,0,100,Eligible,2,80,0,OJT_Ready_Stage,0.0,99.98
5,6.15,120,85,35,70.83,17.0,15,3,1,0,1,0,7,False,66.5,Advanced,15,85,Near_Eligible,5,50,2,Moderate_Planning_Gap,7.5,100.0
5,6.58,120,94,26,78.33,18.8,6,1,3,1,0,0,6,False,72.0,Advanced,6,94,Near_Eligible,5,50,1,Approaching_OJT,6.0,100.0
3,7.75,120,52,68,43.33,17.33,48,0,1,1,0,0,6,False,58.0,Developing,48,52,Moderate_Gap,2,80,3,Long_Term_Planning,16.0,100.0
5,8.03,120,88,32,73.33,17.6,12,0,2,0,0,0,7,False,80.0,Advanced,12,88,Near_Eligible,2,80,2,Moderate_Planning_Gap,6.0,100.0
3,7.34,120,59,61,49.17,19.67,41,1,1,0,0,0,6,False,64.5,Developing,41,59,Moderate_Gap,2,80,3,Long_Term_Planning,13.67,99.98
4,6.22,120,69,51,57.5,17.25,31,2,4,2,1,0,5,False,43.5,Developing,31,69,Moderate_Gap,9,10,1,Approaching_OJT,31.0,100.0
3,6.17,120,48,72,40.0,16.0,52,2,1,0,0,0,6,False,56.0,Developing,52,48,Far_From_Eligible,3,70,3,Long_Term_Planning,17.33,100.0
7,7.11,120,106,14,88.33,15.14,0,4,5,0,1,0,8,True,66.0,Near_Completion,0,100,Eligible,10,0,1,Approaching_OJT,0.0,100.0
4,5.93,120,69,51,57.5,17.25,31,1,4,1,0,0,6,False,57.5,Developing,31,69,Moderate_Gap,6,40,2,Moderate_Planning_Gap,15.5,100.0
4,5.45,120,66,54,55.0,16.5,34,4,4,1,2,0,6,False,37.0,Developing,34,66,Moderate_Gap,11,0,2,Moderate_Planning_Gap,17.0,100.0
3,9.81,120,62,58,51.67,20.67,38,0,0,0,0,0,5,False,71.0,Developing,38,62,Moderate_Gap,0,100,2,Moderate_Planning_Gap,19.0,99.98
6,8.09,120,109,11,90.83,18.17,0,1,2,0,0,0,7,True,87.5,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,99.98
3,9.73,120,58,62,48.33,19.33,42,0,0,0,0,0,5,False,69.0,Developing,42,58,Moderate_Gap,0,100,2,Moderate_Planning_Gap,21.0,100.0
7,6.26,120,106,14,88.33,15.14,0,2,2,1,1,0,8,False,72.0,Near_Completion,0,100,Eligible,6,40,1,Approaching_OJT,0.0,100.0
4,6.96,120,75,45,62.5,18.75,25,1,2,0,0,0,6,False,70.5,Advanced,25,75,Moderate_Gap,3,70,2,Moderate_Planning_Gap,12.5,100.0
2,7.33,120,42,78,35.0,21.0,58,1,0,0,0,0,5,False,58.0,Developing,58,42,Far_From_Eligible,1,90,3,Long_Term_Planning,19.33,100.0
3,7.54,120,61,59,50.83,20.33,39,1,0,1,0,0,5,False,61.5,Developing,39,61,Moderate_Gap,2,80,2,Moderate_Planning_Gap,19.5,100.0
5,7.96,120,94,26,78.33,18.8,6,0,1,0,0,0,7,False,85.0,Advanced,6,94,Near_Eligible,1,90,2,Moderate_Planning_Gap,3.0,100.0
3,6.87,120,53,67,44.17,17.67,47,2,4,2,0,0,6,False,40.5,Developing,47,53,Moderate_Gap,8,20,3,Long_Term_Planning,15.67,99.98
4,6.96,120,61,59,50.83,15.25,39,2,2,1,1,0,5,False,49.5,Developing,39,61,Moderate_Gap,6,40,1,Approaching_OJT,39.0,100.0
5,9.41,120,101,19,84.17,20.2,0,0,0,0,0,0,7,True,90.5,Near_Completion,0,100,Eligible,0,100,2,Moderate_Planning_Gap,0.0,100.0
3,6.55,120,42,78,35.0,14.0,58,3,4,2,1,0,6,False,27.0,Developing,58,42,Far_From_Eligible,10,0,3,Long_Term_Planning,19.33,100.0
5,7.52,120,93,27,77.5,18.6,7,1,1,0,0,0,7,False,81.5,Advanced,7,93,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.5,100.0
3,6.46,120,49,71,40.83,16.33,51,1,4,2,1,0,6,False,36.5,Developing,51,49,Far_From_Eligible,8,20,3,Long_Term_Planning,17.0,100.0
4,9.85,120,73,47,60.83,18.25,27,0,0,0,0,0,6,False,76.5,Advanced,27,73,Moderate_Gap,0,100,2,Moderate_Planning_Gap,13.5,100.0
1,3.89,120,16,104,13.33,16.0,84,5,8,2,2,1,6,False,0.0,Early,84,16,Far_From_Eligible,18,0,5,Long_Term_Planning,16.8,100.0
7,8.37,120,109,11,90.83,15.57,0,0,0,0,0,0,8,True,94.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
5,5.42,120,84,36,70.0,16.8,16,5,4,3,1,1,7,False,28.0,Advanced,16,84,Near_Eligible,14,0,2,Moderate_Planning_Gap,8.0,100.0
4,6.67,120,71,49,59.17,17.75,29,1,2,0,1,0,5,False,63.5,Developing,29,71,Moderate_Gap,4,60,1,Approaching_OJT,29.0,100.0
4,7.89,120,81,39,67.5,20.25,19,0,2,0,0,0,5,False,76.5,Advanced,19,81,Near_Eligible,2,80,1,Approaching_OJT,19.0,100.0
1,6.28,120,16,104,13.33,16.0,84,3,1,1,1,0,5,False,26.0,Early,84,16,Far_From_Eligible,6,40,4,Long_Term_Planning,21.0,100.0
4,5.49,120,53,67,44.17,13.25,47,3,5,2,2,1,5,False,17.5,Developing,47,53,Moderate_Gap,13,0,1,Approaching_OJT,47.0,100.0
4,5.81,120,71,49,59.17,17.75,29,1,4,0,0,0,6,False,64.5,Developing,29,71,Moderate_Gap,5,50,2,Moderate_Planning_Gap,14.5,100.0
3,6.57,120,48,72,40.0,16.0,52,2,1,1,0,0,5,False,50.0,Developing,52,48,Far_From_Eligible,4,60,2,Moderate_Planning_Gap,26.0,100.0
3,7.98,120,63,57,52.5,21.0,37,0,0,0,0,0,6,False,71.5,Developing,37,63,Moderate_Gap,0,100,3,Long_Term_Planning,12.33,100.0
2,7.96,120,44,76,36.67,22.0,56,1,0,0,0,0,5,False,59.0,Developing,56,44,Far_From_Eligible,1,90,3,Long_Term_Planning,18.67,100.0
6,6.27,120,98,22,81.67,16.33,2,2,4,1,0,0,6,False,69.0,Near_Completion,2,98,Near_Eligible,7,30,0,OJT_Ready_Stage,2.0,100.0
4,6.48,120,70,50,58.33,17.5,30,1,3,1,1,0,5,False,55.0,Developing,30,70,Moderate_Gap,6,40,1,Approaching_OJT,30.0,100.0
5,7.19,120,81,39,67.5,16.2,19,2,3,1,0,0,6,False,62.5,Advanced,19,81,Near_Eligible,6,40,1,Approaching_OJT,19.0,100.0
4,7.84,120,76,44,63.33,19.0,24,1,2,1,0,0,6,False,65.0,Advanced,24,76,Moderate_Gap,4,60,2,Moderate_Planning_Gap,12.0,100.0
3,6.44,120,58,62,48.33,19.33,42,3,1,2,1,0,6,False,41.0,Developing,42,58,Moderate_Gap,7,30,3,Long_Term_Planning,14.0,100.0
7,4.85,120,89,31,74.17,12.71,11,7,8,4,3,1,8,False,0.5,Advanced,11,89,Near_Eligible,23,0,1,Approaching_OJT,11.0,100.0
1,6.11,120,20,100,16.67,20.0,80,3,3,0,0,0,6,False,35.0,Early,80,20,Far_From_Eligible,6,40,5,Long_Term_Planning,16.0,100.0
5,6.66,120,94,26,78.33,18.8,6,1,1,0,0,0,7,False,82.0,Advanced,6,94,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.0,100.0
5,6.01,120,95,25,79.17,19.0,5,3,1,2,1,0,7,False,59.5,Advanced,5,95,Near_Eligible,7,30,2,Moderate_Planning_Gap,2.5,100.0
5,4.69,120,55,65,45.83,11.0,45,7,7,3,3,2,6,False,0.0,Developing,45,55,Moderate_Gap,22,0,1,Approaching_OJT,45.0,100.0
5,7.7,120,92,28,76.67,18.4,8,0,2,0,0,0,6,False,82.0,Advanced,8,92,Near_Eligible,2,80,1,Approaching_OJT,8.0,100.0
4,5.71,120,58,62,48.33,14.5,42,5,6,1,2,1,6,False,18.0,Developing,42,58,Moderate_Gap,15,0,2,Moderate_Planning_Gap,21.0,100.0
7,5.9,120,106,14,88.33,15.14,0,3,6,1,2,1,8,False,48.0,Near_Completion,0,100,Eligible,13,0,1,Approaching_OJT,0.0,100.0
4,6.65,120,67,53,55.83,16.75,33,3,3,0,1,0,6,False,53.5,Developing,33,67,Moderate_Gap,7,30,2,Moderate_Planning_Gap,16.5,100.0
7,6.77,120,115,5,95.83,16.43,0,1,4,1,1,0,8,False,75.5,Near_Completion,0,100,Eligible,7,30,1,Approaching_OJT,0.0,99.99
4,3.67,120,44,76,36.67,11.0,56,6,7,2,3,2,5,False,0.0,Developing,56,44,Far_From_Eligible,20,0,1,Approaching_OJT,56.0,100.0
5,7.84,120,98,22,81.67,19.6,2,0,2,0,0,0,7,False,85.0,Near_Completion,2,98,Near_Eligible,2,80,2,Moderate_Planning_Gap,1.0,100.0
5,4.43,120,65,55,54.17,13.0,35,7,6,4,2,2,7,False,0.0,Developing,35,65,Moderate_Gap,21,0,2,Moderate_Planning_Gap,17.5,100.0
5,9.07,120,94,26,78.33,18.8,6,0,0,0,0,0,6,False,87.0,Advanced,6,94,Near_Eligible,0,100,1,Approaching_OJT,6.0,100.0
5,7.28,120,90,30,75.0,18.0,10,1,1,0,0,0,6,False,80.0,Advanced,10,90,Near_Eligible,2,80,1,Approaching_OJT,10.0,100.0
2,8.35,120,46,74,38.33,23.0,54,1,0,0,0,0,5,False,60.0,Developing,54,46,Far_From_Eligible,1,90,3,Long_Term_Planning,18.0,100.0
5,6.76,120,86,34,71.67,17.2,14,1,3,1,1,0,7,False,63.0,Advanced,14,86,Near_Eligible,6,40,2,Moderate_Planning_Gap,7.0,100.0
5,9.9,120,94,26,78.33,18.8,6,0,0,0,0,0,6,False,87.0,Advanced,6,94,Near_Eligible,0,100,1,Approaching_OJT,6.0,100.0
8,9.1,120,116,4,96.67,14.5,0,0,0,0,0,0,8,True,98.0,Near_Completion,0,100,Eligible,0,100,0,OJT_Ready_Stage,0.0,100.0
2,5.68,120,35,85,29.17,17.5,65,4,6,2,1,1,5,False,8.5,Early,65,35,Far_From_Eligible,14,0,3,Long_Term_Planning,21.67,100.0
6,6.42,120,100,20,83.33,16.67,0,1,2,1,1,0,6,False,72.0,Near_Completion,0,100,Eligible,5,50,0,OJT_Ready_Stage,0.0,99.98
5,5.41,120,82,38,68.33,16.4,18,4,6,1,2,1,7,False,33.0,Advanced,18,82,Near_Eligible,14,0,2,Moderate_Planning_Gap,9.0,100.0
1,6.74,120,18,102,15.0,18.0,82,3,2,2,1,0,6,False,19.0,Early,82,18,Far_From_Eligible,8,20,5,Long_Term_Planning,16.4,100.0
4,5.89,120,59,61,49.17,14.75,41,3,6,1,2,1,6,False,24.5,Developing,41,59,Moderate_Gap,13,0,2,Moderate_Planning_Gap,20.5,100.0
1,6.38,120,19,101,15.83,19.0,81,3,3,2,0,0,6,False,22.5,Early,81,19,Far_From_Eligible,8,20,5,Long_Term_Planning,16.2,100.0
8,6.58,120,112,8,93.33,14.0,0,3,4,0,1,0,8,True,74.0,Near_Completion,0,100,Eligible,8,20,0,OJT_Ready_Stage,0.0,100.0
1,4.78,120,13,107,10.83,13.0,87,5,5,3,2,2,6,False,0.0,Early,87,13,Far_From_Eligible,17,0,5,Long_Term_Planning,17.4,100.0
6,7.85,120,112,8,93.33,18.67,0,1,1,0,0,0,7,True,91.0,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,99.98
4,9.25,120,84,36,70.0,21.0,16,0,0,0,0,0,6,False,82.0,Advanced,16,84,Near_Eligible,0,100,2,Moderate_Planning_Gap,8.0,100.0
2,6.62,120,33,87,27.5,16.5,67,2,5,0,0,0,6,False,40.5,Early,67,33,Far_From_Eligible,7,30,4,Long_Term_Planning,16.75,100.0
5,7.47,120,92,28,76.67,18.4,8,0,0,1,0,0,7,False,80.0,Advanced,8,92,Near_Eligible,1,90,2,Moderate_Planning_Gap,4.0,100.0
6,6.24,120,95,25,79.17,15.83,5,1,1,1,1,0,6,False,71.5,Advanced,5,95,Near_Eligible,4,60,0,OJT_Ready_Stage,5.0,100.0
3,7.98,120,62,58,51.67,20.67,38,0,0,1,0,0,5,False,65.0,Developing,38,62,Moderate_Gap,1,90,2,Moderate_Planning_Gap,19.0,99.98
3,7.03,120,42,78,35.0,14.0,58,2,4,1,1,0,6,False,36.0,Developing,58,42,Far_From_Eligible,8,20,3,Long_Term_Planning,19.33,100.0
6,6.77,120,94,26,78.33,15.67,6,2,3,2,0,0,6,False,63.0,Advanced,6,94,Near_Eligible,7,30,0,OJT_Ready_Stage,6.0,99.98
3,5.3,120,37,83,30.83,12.33,63,3,6,3,2,1,6,False,1.5,Developing,63,37,Far_From_Eligible,15,0,3,Long_Term_Planning,21.0,100.0
7,6.66,120,105,15,87.5,15.0,0,1,2,0,1,0,8,True,80.5,Near_Completion,0,100,Eligible,4,60,1,Approaching_OJT,0.0,100.0
6,6.51,120,104,16,86.67,17.33,0,2,4,2,0,0,6,False,66.0,Near_Completion,0,100,Eligible,8,20,0,OJT_Ready_Stage,0.0,100.0
5,6.78,120,80,40,66.67,16.0,20,2,5,1,1,0,6,False,53.0,Advanced,20,80,Near_Eligible,9,10,1,Approaching_OJT,20.0,100.0
5,7.81,120,92,28,76.67,18.4,8,1,2,0,0,0,7,False,79.0,Advanced,8,92,Near_Eligible,3,70,2,Moderate_Planning_Gap,4.0,100.0
5,6.65,120,95,25,79.17,19.0,5,3,4,2,1,0,7,False,53.5,Advanced,5,95,Near_Eligible,10,0,2,Moderate_Planning_Gap,2.5,100.0
3,5.88,120,53,67,44.17,17.67,47,2,4,0,1,0,6,False,47.5,Developing,47,53,Moderate_Gap,7,30,3,Long_Term_Planning,15.67,99.98
3,5.77,120,48,72,40.0,16.0,52,3,6,3,1,1,6,False,12.0,Developing,52,48,Far_From_Eligible,14,0,3,Long_Term_Planning,17.33,100.0
3,6.2,120,53,67,44.17,17.67,47,1,1,1,0,0,5,False,55.5,Developing,47,53,Moderate_Gap,3,70,2,Moderate_Planning_Gap,23.5,99.98
5,4.0,120,64,56,53.33,12.8,36,8,7,2,2,2,6,False,0.0,Developing,36,64,Moderate_Gap,21,0,1,Approaching_OJT,36.0,100.0
5,8.26,120,92,28,76.67,18.4,8,0,1,1,0,0,6,False,78.0,Advanced,8,92,Near_Eligible,2,80,1,Approaching_OJT,8.0,100.0
3,8.16,120,61,59,50.83,20.33,39,1,2,1,0,0,6,False,57.5,Developing,39,61,Moderate_Gap,4,60,3,Long_Term_Planning,13.0,100.0
6,6.65,120,103,17,85.83,17.17,0,3,4,2,0,0,7,False,62.5,Near_Completion,0,100,Eligible,9,10,1,Approaching_OJT,0.0,99.98
6,5.63,120,91,29,75.83,15.17,9,3,5,1,1,1,7,False,47.5,Advanced,9,91,Near_Eligible,11,0,1,Approaching_OJT,9.0,99.98
5,6.08,120,95,25,79.17,19.0,5,3,3,0,0,0,6,False,72.5,Advanced,5,95,Near_Eligible,6,40,1,Approaching_OJT,5.0,100.0
4,8.9,120,73,47,60.83,18.25,27,0,0,0,0,0,5,False,76.5,Advanced,27,73,Moderate_Gap,0,100,1,Approaching_OJT,27.0,100.0
4,5.87,120,64,56,53.33,16.0,36,5,5,3,2,0,5,False,19.0,Developing,36,64,Moderate_Gap,15,0,1,Approaching_OJT,36.0,100.0
4,8.41,120,71,49,59.17,17.75,29,0,0,0,0,0,6,False,75.5,Developing,29,71,Moderate_Gap,0,100,2,Moderate_Planning_Gap,14.5,100.0
5,8.02,120,98,22,81.67,19.6,2,1,2,1,0,0,6,False,76.0,Near_Completion,2,98,Near_Eligible,4,60,1,Approaching_OJT,2.0,100.0
7,8.28,120,109,11,90.83,15.57,0,0,1,1,0,0,8,False,86.5,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,100.0
4,5.85,120,50,70,41.67,12.5,50,4,3,1,2,1,6,False,23.0,Developing,50,50,Moderate_Gap,11,0,2,Moderate_Planning_Gap,25.0,100.0
4,8.84,120,78,42,65.0,19.5,22,0,0,0,0,0,6,False,79.0,Advanced,22,78,Moderate_Gap,0,100,2,Moderate_Planning_Gap,11.0,100.0
6,7.06,120,106,14,88.33,17.67,0,2,3,1,0,0,6,False,75.0,Near_Completion,0,100,Eligible,6,40,0,OJT_Ready_Stage,0.0,99.98
4,9.42,120,73,47,60.83,18.25,27,0,0,0,0,0,6,False,76.5,Advanced,27,73,Moderate_Gap,0,100,2,Moderate_Planning_Gap,13.5,100.0
2,6.3,120,42,78,35.0,21.0,58,2,1,2,0,0,5,False,41.0,Developing,58,42,Far_From_Eligible,5,50,3,Long_Term_Planning,19.33,100.0
4,6.4,120,71,49,59.17,17.75,29,4,5,0,1,0,5,False,48.5,Developing,29,71,Moderate_Gap,10,0,1,Approaching_OJT,29.0,100.0
3,8.1,120,59,61,49.17,19.67,41,0,2,0,0,0,5,False,65.5,Developing,41,59,Moderate_Gap,2,80,2,Moderate_Planning_Gap,20.5,99.98
3,6.4,120,48,72,40.0,16.0,52,2,4,1,0,0,5,False,44.0,Developing,52,48,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,26.0,100.0
5,6.79,120,84,36,70.0,16.8,16,2,4,2,1,0,6,False,51.0,Advanced,16,84,Near_Eligible,9,10,1,Approaching_OJT,16.0,100.0
3,6.12,120,50,70,41.67,16.67,50,3,2,2,1,0,6,False,35.0,Developing,50,50,Moderate_Gap,8,20,3,Long_Term_Planning,16.67,99.98
5,5.57,120,83,37,69.17,16.6,17,5,4,2,1,1,7,False,33.5,Advanced,17,83,Near_Eligible,13,0,2,Moderate_Planning_Gap,8.5,100.0
5,6.36,120,91,29,75.83,18.2,9,3,4,0,1,0,7,False,63.5,Advanced,9,91,Near_Eligible,8,20,2,Moderate_Planning_Gap,4.5,100.0
5,6.21,120,94,26,78.33,18.8,6,4,4,0,0,0,6,False,67.0,Advanced,6,94,Near_Eligible,8,20,1,Approaching_OJT,6.0,100.0
5,7.72,120,92,28,76.67,18.4,8,1,2,1,0,0,6,False,73.0,Advanced,8,92,Near_Eligible,4,60,1,Approaching_OJT,8.0,100.0
5,9.81,120,98,22,81.67,19.6,2,0,0,0,0,0,6,False,89.0,Near_Completion,2,98,Near_Eligible,0,100,1,Approaching_OJT,2.0,100.0
4,6.31,120,73,47,60.83,18.25,27,3,1,2,0,0,6,False,53.5,Advanced,27,73,Moderate_Gap,6,40,2,Moderate_Planning_Gap,13.5,100.0
3,5.82,120,50,70,41.67,16.67,50,5,6,3,1,0,5,False,15.0,Developing,50,50,Moderate_Gap,15,0,2,Moderate_Planning_Gap,25.0,99.98
5,4.08,120,66,54,55.0,13.2,34,7,7,3,2,1,7,False,2.0,Developing,34,66,Moderate_Gap,20,0,2,Moderate_Planning_Gap,17.0,100.0
